video_id	prompt_en
misc_4829638-uhd_3840_2160_30fps	A wide shot captures a serene savanna under a bright, clear sky. Several zebras are scattered across the landscape, some lying down and others standing. The ground is covered in dry, brown grass, and a few scattered trees add depth to the scene. In the foreground, a zebra kicks up dust with its hind legs, creating a cloud of particles that drifts through the air. The zebra's movements are slow and deliberate as it walks away from the camera, kicking up more dust behind it. Another zebra, previously lying down, stirs and stands up, turning its head slightly as if observing the first zebra's actions. The other zebras in the background remain mostly stationary, with some lying down and others standing, all appearing relaxed and at ease in their environment. The scene maintains a calm and natural ambiance throughout, with the zebras' interactions and movements subtly altering the dynamics of the landscape. By the final frame, the zebra that was kicking up dust has moved further into the background, leaving a trail of dust behind it, while the rest of the herd continues to rest or graze peacefully in the open savanna.
av_698983ca-8fd5-41a9-8148-401738768402	A point-of-view video shot from the dashboard of a vehicle traveling down a suburban street under a clear blue sky. The road is lined with trees and houses, creating a serene and residential atmosphere. On the right side of the street, a speed limit sign indicates 35 mph, and a fence runs parallel to the sidewalk. Several cars are visible ahead, including a black sedan and a silver SUV, both moving in the same direction as the camera. As the video progresses, a gray pickup truck enters the frame from the left lane, driving in the opposite direction of the ego vehicle. Shortly after, a white sedan appears from behind the pickup truck, moving in the same direction as the pickup truck in a different lane, which then exits the frame. The ego vehicle comes to a stop at a T-intersection, yielding to oncoming traffic from the opposite direction while preparing to make a left turn. The camera remains stationary, capturing the steady flow of traffic and the tranquil surroundings, with no significant changes in the environment or the actions of other vehicles. By the end of the video, the scene remains consistent with the initial view, showing the same road, trees, houses, and traffic conditions, maintaining a calm and orderly suburban atmosphere.
human_227	In a modern kitchen with light-colored wooden cabinets and a subtle wood grain backsplash, a woman in a loose-fitting blue dress with small white patterns is seen grating orange pieces, likely vegetables, from a metal pan with a knife. She stands at the counter, focused on the task, sliding the grated vegetable into a medium-sized yellow bowl. The stainless steel range hood above the stove, where a gas burner is visible on the right, frames the scene. To the left, a wooden cutting board rests on the counter behind the sink, and to the right, a rack holds various kitchen utensils, including a bottle opener and powder containers. A decorative vase with yellow flowers adds a pop of color to the otherwise neutral-toned kitchen. The woman's curly hair frames her face as she continues her task, maintaining a steady and calm atmosphere throughout the sequence.
human_233	A dynamic boxing training session unfolds in a dimly lit gym, illuminated by overhead fluorescent lights. The main subject, a focused young man, is actively engaged in a punching routine using a Fairtex punching bag. He wears a black and green long-sleeve shirt, black shorts, red padding, and white boxing gloves, demonstrating controlled and precise punches. The Fairtex bag, prominently displayed in the center, is yellow with black accents and bears the Fairtex logo. In the background, another individual, dressed in a black tank top and red shorts, stands near the corner of the boxing ring, observing the training attentively. The gym's environment includes two other punching bags, one red and black, hanging in the background. The scene captures the intensity and precision of the boxer's technique, with the observer's attentive stance adding to the focused atmosphere. A medium shot from a slightly elevated perspective.
misc_4761426-uhd_4096_2160_25fps	A low-angle shot captures the dynamic motion of two individuals engaged in jump rope exercises within a dimly lit gym. The person on the left, clad in black shorts and white sneakers, and the individual on the right, wearing a white t-shirt and black shorts, are both mid-jump, their feet rhythmically moving up and down. The gym is equipped with various fitness gear, including weights and a punching bag, which are visible but not the primary focus. The wooden floorboards add texture to the scene, and the soft, diffused lighting creates a moody atmosphere. A mirror in the background reflects the two individuals as they jump rope, adding depth to the composition. The camera remains mostly stationary, emphasizing the rhythmic motion and the energetic environment of the gym.
physics_009	A high-speed action video captures a simple yet dramatic experiment. A yellow mug, suspended in mid-air by a grabber tool, hangs above a concrete brick placed on a wooden surface. The background is a plain white projection screen, providing a clean and neutral setting. The mug, initially intact and undamaged, is released by the grabber. It falls freely under gravity and impacts the concrete brick, shattering into pieces upon contact. The camera captures the moment of impact in slow motion, highlighting the explosive fragmentation of the mug. The final scene shows the broken mug pieces scattered around the base of the brick, with the intact brick remaining stationary on the wooden platform. A close-up shot from a slightly elevated perspective emphasizes the dynamic action and the resulting debris.
robot_091	The video begins with a close-up view of two robotic arms positioned in front of a wooden door. The door has a light brown, vertically striped texture, and a black door handle is visible on the right side. The robotic arm on the left is dark gray with visible joints and wiring, while the one on the right is also dark gray but features a more complex design with additional components, including what appears to be a sensor or camera mounted on its upper section. The lighting is even, suggesting an indoor setting with artificial light.  In the second frame, the robotic arm on the right moves the key, which is initially held horizontally above the lock, and inserts it into the lock mechanism. The key is metallic. The robotic arm continues to manipulate the key, indicating the beginning of the unlocking process. The robotic arm leaves the key inside the lock and turns the door handle, leading to the door being opened. By the final frame, the door has been opened by the robotic arm, and the arm leaves the door handle and moves away from it a little bit.  A close-up shot captures the intricate movements of the robotic arms as they interact with the door and key, emphasizing the precision and complexity of their design.
physics_021	A Newton's cradle video showcasing the principle of conservation of momentum. The cradle, with its sleek black base and polished silver pendulums, is positioned centrally on a wooden table against a plain white wall. To the left, a blue-handled grabber tool lies partially visible on the table. The video begins with the cradle at rest. As the sequence progresses, the grabber tool enters the frame from the left, holding one of the metallic balls. The tool releases the ball, which swings forward and collides with the adjacent ball, initiating a chain reaction. Each ball in the cradle moves sequentially, demonstrating the transfer of energy and momentum. The video captures this dynamic motion in a static shot, emphasizing the fluidity and precision of the pendulum's movements.
physics_035	The video begins with a static shot of a small white lampshade with a textured, speckled finish, resting on a light wood surface, likely a table or desk. The lampshade is positioned centrally in the frame, serving as a static reference point. In the background, a blurred yellow couch or cushion adds depth to the scene. To the left of the lampshade, a black cylindrical object, possibly a lamp base or another piece of furniture, is partially visible. The lighting is soft and even, suggesting an indoor setting with ambient light. As the video progresses, a grey tennis ball rolls out of the black tube on the left side of the frame and moves smoothly across the wooden surface towards the right. The lampshade remains stationary throughout the video, emphasizing its stillness against the dynamic motion of the tennis ball. By the final frame, the tennis ball has rolled off the edge of the frame, leaving the lampshade and the rest of the scene unchanged.
robot_085	The video opens with a scene set on a wooden table, featuring two robotic arms equipped with cameras. Two white plates with some text on them are visible on the table, one of which has lettuce and the other has a slice of toasted bread that is partially occluded by the left robotic arm holding a red-colored sauce bottle. Behind the plate of lettuce, a green toaster with two slices of toasted bread popping out is visible, along with a woven basket containing additional slices of bread. The background includes a brown wooden surface and a blue reflective surface. As the video progresses, the robotic arm on the right begins to move towards a red sauce bottle with its lid opened, held by the robotic arm on the left. The left robotic arm remains stationary as the right robotic arm flips the lid of the sauce bottle with its grippers and then pushes on the lid to close it properly. The action is smooth and controlled. The video concludes with the robotic arm successfully closing the lid of the sauce bottle, while the background remains unchanged, maintaining focus on the interaction between the robotic arm and the bottle of sauce.  A medium shot captures the robotic arms interacting with the sauce bottle, emphasizing the precision and control of the movements.
human_025	The video opens with a wide shot of an indoor basketball court situated within a large gymnasium. The gym features a high ceiling with a grid of recessed lights, and large windows allow ample natural light to flood the space. The walls are mostly white, with some sections appearing darker, possibly due to shadows or additional panels. The basketball court itself has a polished wooden floor marked with standard lines for play. A basketball hoop is mounted on the right side of the frame, attached to a blue metal backboard. In the foreground, two individuals are present: one in a yellow hoodie and blue pants standing near the left side of the frame, and another in black attire dribbling a basketball near the center of the court. The individual in black appears focused, and their movements suggest they are practicing their shooting technique. As the sequence progresses, the person in black takes a shot from the free throw line. The ball is released into the air, heading towards the basket. The person watches the trajectory of the ball, maintaining focus throughout the action. The ball bounces off the rim of the basket and bounces towards the camera. The person in black walks towards the camera, trying to get the ball again to attempt another shot. The scene captures the dynamic energy of the practice session, highlighting the concentration and skill involved in basketball training.
human_031	A wide shot captures the vast, undulating sand dune under a clear blue sky, highlighting the textured, golden-orange surface of the desert. The scene is tranquil and expansive, emphasizing the isolation and beauty of the desert environment. A person dressed in a white shirt, dark pants, and a headscarf enters the frame from the right, walking up the steep slope of the dune. Their shadow is prominently cast on the sand, stretching long and straight due to the bright sunlight. As they ascend, they kick up small clouds of sand with each step, leaving a trail behind them. The individual bends forward slightly, using their hands for balance, and continues to climb higher, gradually disappearing further up the dune. By the final frame, the person has ascended significantly, leaving a distinct path of disturbed sand behind them, while the vast expanse of the desert stretches out beneath the clear blue sky.
human_019	The video opens with a scene set in an urban parking area, where a row of bicycles is secured to a metal rack. The bicycles vary in design, with some equipped with child seats and panniers, indicating their use for family or commuting purposes. Parked cars line the background, including a blue sedan and a red car, while a wall covered in vibrant graffiti adds a lively, artistic backdrop to the setting. A man, dressed in a gray jacket and carrying a white and red bag slung over his shoulder, walks into the frame from the left side. He approaches the bike rack, reaches out, and begins to climb onto one of the bicycles. After securing himself, he starts pedaling away, moving smoothly down the street. By the final frame, the man has ridden past the camera, leaving the initial urban scene behind.
robot_052	The video opens with a static shot of a grocery store shelf, showcasing a variety of Lay's potato chip packages in green, pink, yellow, and orange cans, some adorned with Chinese text. Below the chips, smaller boxes of cookies or biscuits are neatly arranged. A shopping cart with red handles is partially visible in front of the shelf. The bright indoor lighting highlights the retail setting. Two robotic arms equipped with grippers are positioned on either side of the frame. As the video progresses, a robotic arm on the right side of the frame moves toward the green Lay's package, securely grasps it, lifts it off the shelf, and deposits it into the shopping cart. The robotic arm then retracts, leaving the shelf and shopping cart unchanged. The video concludes with the robotic arm exiting the frame, and the shelf remaining organized, with no further alterations to the scene.
robot_046	The video opens with a view of a toy kitchen setup, featuring a blue stove with a silver pot on one burner and several colorful toy vegetables arranged around the stove. The scene is set in a well-lit indoor environment, possibly a laboratory or testing area, indicated by the visible equipment and cables in the background. A robotic arm, equipped with a gripper, is positioned above the stove, preparing to interact with the toy items. As the video progresses, the robotic arm descends and picks up a red toy sushi from the stove's surface. The arm then lifts the sushi, moving slightly away from the stove while holding the sushi securely in its gripper. The camera follows the robotic arm's movement, capturing the action from a slightly elevated perspective. The robotic arm then carefully places the red toy sushi into the silver pot on the stove. The background remains consistent, showcasing the toy kitchen and the surrounding laboratory-like setting.
human_192	A dynamic sparring session unfolds in a well-lit gym with windowed walls and a wooden floor. The boxing ring is defined by black ropes, and several hanging punching bags are visible in the background. Two individuals engage in a close combat maneuver within the ring. The person on the left, shirtless and wearing patterned shorts, is bent forward, blocking the moves of the individual on the right, who is dressed in a black tank top and orange shorts adorned with intricate designs. Both are equipped with boxing gloves; the shirtless individual has black gloves, while the other wears red gloves. The person in the black tank top has their hair tied back and is positioned on the right side of the frame, while the shirtless individual is on the left. The sparring session intensifies as the person in the black tank top applies pressure to the arm of the shirtless individual, who attempts to maintain balance and counter the move by grabbing the opponent's left leg. The video captures the fluidity and intensity of their movements, showcasing various techniques and defensive maneuvers within the confines of the boxing ring.
common_sense_a5548ead-579e-41a2-aa32-be89dbe2f3dd	A medium shot captures two men in military uniforms engaged in a gear adjustment activity outdoors during the day. The man on the left, wearing a grayish-green helmet and dark sunglasses, is facing the camera. He is dressed in a gray military uniform with brown vertical and horizontal straps, a gray shirt, green pouches under each arm, and a country flag patch on his right arm. His left arm is raised at a 90-degree angle, while his right arm hangs lower. The man on the right, with short dark hair and a clean-shaven face, is dressed similarly with an insignia on his left arm indicating his military rank. He has a black watch on his left wrist and a green pouch under his left arm. His hands are positioned near the other man's green pouch, assisting with adjustments.  As the action progresses, the man on the right fiddles with the pouch, while the other man repositions his left arm to facilitate access. Subsequently, the man on the right moves his left hand to the side of the pouch facing the camera, lowering his head briefly. A silver ring is visible on his left ring finger. He then raises his head and pulls part of the pouch upward while looking at it. The background features a clear blue sky with some clouds on the right, and a large gray aircraft with visible propellers is seen in the distance. The horizon is lined with a dense forest area, and in front of it, there is a green grassy area behind a paved area where the soldiers are standing. Other soldiers in similar uniforms can be seen in the background, adding to the bustling military environment. The scene is illuminated by bright sunlight, creating a vivid and dynamic atmosphere.
physics_169	The video opens with a close-up view of an ice cube placed on top of a clear glass. The ice cube is initially intact, sitting atop the rim of the glass. The glass is transparent, with a smooth, polished surface that reflects light, and it appears to be made of a thick material, possibly glass or crystal. The ice cube itself is irregularly shaped, with a rough, textured surface that reflects light, giving it a slightly translucent quality. The background is consistently dark, which helps to emphasize the clarity and transparency of both the ice and the glass. The lighting is focused on the ice cube and the glass, casting soft shadows and highlighting the contrast between the bright, melting ice and the dark surroundings. As time progresses, the ice begins to melt from its edges, gradually spreading inward. The edges become rounded, and the texture of the ice changes, losing its sharpness. By the end of the sequence, most of the ice has melted, leaving behind a small, irregularly shaped piece at the center of the glass. The background remains consistently dark, and the lighting continues to highlight the texture of the ice and the smooth surface of the glass, maintaining a visually striking contrast throughout the video.
human_186	A young girl stands on a tennis court, poised to hit a tennis ball. She is dressed in a light blue shirt, a white pleated skirt, and white sneakers, with a tri-colored headband securing her hair. The court is surrounded by a green chain-link fence, and beyond it, there's a grassy area with some trees and a tall compound, possibly including a bench. The sunlight illuminates the scene, casting shadows across the court. As the video progresses, the girl transitions from a ready stance to a full swing. Initially, she holds the racket high, anticipating the incoming ball. As the ball approaches, she shifts her weight, extending her arm to make contact. Her body rotates, and her racket swings through the air, making contact with the ball mid-air. After the hit, she follows through with her motion, her racket moving behind her as she completes the swing. The ball is seen flying away after being struck, indicating the successful execution of her shot. In the final frame, the girl has completed her swing, her racket initially behind her having been pulled in front of her. She proceeds to stand in a posture suggesting readiness for the ball to return. The scene remains consistent with the initial setting, with the green fence and grassy background still in view, and the sunlight continuing to cast shadows on the court.
common_sense_524294a4-9f33-4d38-b5b7-304db47250fd	In a medium shot captured at eye level, an elderly man and a young woman stand side by side outdoors during the day. The man, with a salt-and-pepper beard and mustache, wears a white shirt, a dark green plaid vest, and a black scarf draped over his shoulders. He has large rings on both ring fingers and is holding a string of orange beads in his left hand. The woman, dressed in a bright yellow sleeveless top and accessorized with a gold necklace, has her blonde hair tied up and is holding a black DSLR camera with both hands. Initially, they face the camera, with the man’s face slightly turned to his left and the woman’s head tilted in the same direction with her eyes closed. As the camera pans right, the woman partially turns her body to face her companion, who gestures with his left hand, making three clockwise circles in the air with his left index finger pointed up. He then brings his hand down to hold the beads with both hands. The woman turns back to face forward while the man continues speaking and gesturing with his left hand. His facial expressions are animated, and her face has a subtle smile. The background, softly focused, features a cream-colored building with brown doors and a palm tree on a patch of green grass. The bright daylight illuminates the scene, keeping the main subjects brightly lit but in shadow.
physics_141	The video opens with a serene yet dynamic scene of a mountainous landscape during a heavy rainstorm. The camera remains stationary throughout the sequence, providing a consistent view of the rugged terrain. In the foreground, steep, rocky cliffs are covered with patches of green moss and small shrubs, creating a textured and vibrant foreground. These cliffs are interspersed with clusters of evergreen trees, their branches swaying gently in the wind, adding a dynamic element to the otherwise still landscape. The middle ground features a misty river or stream, its surface agitated by the force of the rain, creating a sense of movement and energy. The water appears turbulent, with ripples and splashes indicating the strong rainfall. The background is shrouded in a thick fog, obscuring the distant peaks and adding to the overall atmosphere of mystery and tranquility. The fog creates a soft, ethereal layer that blends the landscape into a dreamlike setting. The rain continues to fall heavily, with droplets visible against the dark backdrop of the sky, enhancing the moody and atmospheric quality of the scene. The absence of animals or human characters allows the natural beauty and raw power of the environment to remain the focal point, effectively conveying the raw and untamed essence of nature.
human_151	The video opens with a figure skater in an indoor ice rink, dressed in a sleek black outfit, gracefully gliding across the ice. The rink is enclosed by a high, arched ceiling with wooden beams and rows of evenly spaced lights that illuminate the space. The walls are a muted gray, and the ice surface is smooth and partially reflective. The skater begins by extending her arms for balance as she moves, then transitions into a series of elegant movements, where she raises her right leg parallel to the icy surface while the other leg remains straight, maintaining perfect balance on the single skate. Her body rotates fluidly, showcasing her skill and control over the ice. The scene concludes with the skater still in mid-lift, demonstrating poise and precision.  A medium shot captures the skater from a slightly elevated perspective, emphasizing her fluid movements and the serene environment of the rink. The camera follows her graceful glide, highlighting the contrast between her dark attire and the bright, reflective ice beneath her. The background, with its high ceiling and evenly spaced lights, adds depth to the scene, creating a sense of spaciousness and focus on the skater's performance.
misc_3009091-uhd_3840_2160_30fps	A tortoiseshell cat stands alert on a brick-paved patio, surrounded by a natural setting that includes large rocks and lush greenery. The cat, with its distinctive black and orange striped coat, stands with its ears perked up and its tail slightly raised, exuding a sense of curiosity and attentiveness. To the left, a terracotta pot holds a succulent plant, adding a touch of earthy color to the scene. The background features ferns and other plants, creating a serene and natural atmosphere. Throughout the video, the cat remains mostly stationary, occasionally shifting its gaze and head slightly but without any significant movement. The overall scene remains consistent, with the cat continuing to stand on the patio, maintaining its alert posture amidst the tranquil backdrop.
human_145	The video opens with a blurred view of a weightlifting area within a gym, characterized by metal racks and weight plates hanging in the background. The ceiling features exposed beams and a single overhead light fixture, creating a functional and industrial atmosphere. A man, dressed in a sleeveless shirt, is seen lifting a barbell from the ground. His movements are deliberate and controlled as he raises the barbell to shoulder height, holding it steady with both hands. Then he lifts it up above his head. The barbell, loaded with weights, remains stationary above his head as he maintains this position, showcasing his strength and determination. The camera pans upward to capture the man's lift, emphasizing his focused expression and the industrial setting. A fan can be seen turning in the upper right quadrant of the video. The final frame captures the man in mid-lift, his eyes reflecting focus and effort, with the gym's industrial setting remaining consistent throughout the sequence.
robot_126	The video opens with a first-person view of a robotic arm setup in a laboratory-like environment. The scene centers on a gray platform with a white rectangular box placed at its center. Below this platform, a smaller, open compartment holds various small objects, including a green item and a yellow block. Two robotic arms, each equipped with grippers, are positioned at the bottom of the frame, poised for action. The background is a clean, minimalistic room with light-colored walls and a carpeted floor, emphasizing the controlled nature of the setting.  As the video progresses, the left robotic hand extends toward the green and yellow items, initiating a grasping motion. The right hand remains stationary. The left hand successfully picks up the yellow item, lifting it slightly off the platform, and places it into the box at the top of the structure. The interaction highlights the precision and coordination required for robotic manipulation. By the final frame, the left robotic hand has completed the task, putting the yellow item into the box. The scene remains consistent throughout, maintaining focus on the robotic arms and their interaction with the objects on the platform. The environment continues to appear clean and organized, reinforcing the controlled and methodical nature of the activity being demonstrated.
physics_182	A serene close-up of a water surface, likely part of a tranquil pond or stream, set against a softly blurred backdrop of lush greenery, suggesting a garden or forested area. In the foreground, a branch with vibrant, glossy green leaves dominates the left side of the frame. Some of these leaves are adorned with glistening dew drops, indicating a recent rainfall or morning dew. The water below is dark and still, reflecting the leaves and the surrounding foliage, creating a mirror-like effect. As the video progresses, the focus shifts subtly from the leaves to the water below. A small droplet of water is seen falling into the still water, initiating a gentle ripple effect that spreads outward in concentric circles. This droplet is captured mid-air, frozen in time, emphasizing the tranquility and the delicate beauty of the moment. The ripples gradually dissipate, returning the water to its calm state, mirroring the peacefulness of the surrounding environment. A close-up shot from a slightly elevated perspective.
robot_132	A close-up shot from a first-person perspective captures a robot's hand and lower parts as they approach a wall-mounted control panel in an indoor utility or maintenance area. The plain walls and a notice or instruction sheet pinned above the panel set the scene. The panel is black with a white label. The robotic arm, equipped with a gripper, reaches out to interact with the controls, pressing or adjusting something on the panel. The camera remains steady, focusing on the robotic arm's precise movements as it completes the task. The scene concludes with the right arm returning to its original position, indicating the completion of the action.
human_179	The video opens with a man standing on a grassy soccer field under a clear blue sky. He is dressed in a red long-sleeve shirt, striped shorts, and black sports shoes. The man is standing next to a soccer ball, which is placed on the ground. The background features a chain-link fence enclosing the field, beyond which trees and a residential area are visible. A prominent mast light pole stands on the right side of the man, while several vehicles can be seen driving past in the distance. As the video progresses, the man begins to gently roll the ball towards himself with the help of his right foot and starts to practice small kick-ups. The soccer ball keeps moving as the man continues to juggle the ball with his feet with small kicks. Whenever the ball moves a little further away, he again uses his left foot to roll it back in his direction. The man continues to perform his drills and kickups in the last frame, switching between both feet. The camera remains focused on the man, capturing his movements against the backdrop of the field, fence, trees, houses, streetlight, and passing vehicles. The scene captures a moment of focused practice on the soccer field.
industry_003	A medium shot captures a section of a modern industrial facility, focusing on a curved conveyor belt system composed of white rollers and metallic frames. The conveyor system curves gently to the right, showcasing its efficiency in material handling. In the background, various blue and red items are visible on the left side of the frame. A person is seen rolling a white object, slightly taller than themselves, on the left side. The conveyor belt, which is stationary, moves a yellow crate from the center background towards the camera. Yellow items move consistently along the conveyor belt on the right side. The environment is brightly lit, emphasizing the clean and organized nature of the facility.
industry_017	The video captures a scene set within a well-lit industrial textile factory. The central figure is a woman working diligently at looms, wearing a light blue short-sleeved lab coat over a longline pink and purple patterned shirt paired with blue pants and a light blue hairnet. She is also equipped with an orange earpiece. Standing beside a large industrial textile machine, she monitors the fabric processing system, which includes a prominent cylindrical roller and various moving parts. The woman, with her left hand on the fabric and right hand on the edge of the machine, appears focused and attentive. Her gaze shifts to her right, suggesting she might be checking something off-camera. The background showcases additional textile machinery and another worker in blue, emphasizing the busy yet organized nature of the factory. The number 123 is clearly visible in bold black font on another machine behind her. The environment is brightly lit with fluorescent lights, creating a clean and professional atmosphere. Throughout the video, the woman maintains her focus, ensuring the seamless operation of the textile production process.
common_sense_d0f4593b-05cb-4395-8196-9ec87245a3cb	The video captures an old man cooking in a cozy kitchen while carrying a child. The medium shot is taken at eye level, showcasing the man's focused yet gentle demeanor. He has short, gray hair and wears square, transparent glasses in a black frame. His black apron, adorned with red-colored letter designs, contrasts with his dark-colored t-shirt underneath. The man holds the child securely with his left hand, while his right hand skillfully stirs a semi-liquid mixture of white and green ingredients in a shiny silver pan on the black stove.  The child, dressed in red pants and a white full-sleeved t-shirt, curiously observes the cooking process. They both turn to their left as the man speaks, adding a dynamic element to the scene. The child's attention is captivated by the stirring action, and they hold onto the shiny silver chain on the man's neck with their left hand. The man picks up some white food with a wooden spatula and brings it to his mouth, while the child watches intently.  The kitchen setting is warm and inviting, with a black countertop in the foreground. On the counter, there's a wooden cutting board with a knife and white pieces of food, a wine glass filled with yellow liquid, and a red bowl. Another similar pan is visible on the stove to the left. Behind the man, a large beige wooden cabinet houses a black baking oven and a shiny, dark-grey side-by-side refrigerator. The fridge is decorated with numerous pictures, and a gray cloth hangs on the shiny handle. Above the refrigerator, books and a small plant add a personal touch to the space. The gray wall on the left features four black frames, completing the homely atmosphere.
av_2d7a2746-56ab-48ed-bf34-383da5d99eb2	The video opens with a stationary point-of-view shot from inside a car, situated at an intersection in a residential neighborhood of San Francisco, known for its iconic Victorian-style houses adorned with pastel hues such as pink, blue, and beige. The architecture is highlighted by intricate details and bay windows. The street is bustling with parked cars, and a few vehicles are seen driving by. A pedestrian is captured mid-stride, crossing in front of the ego vehicle and walking steadily throughout the video. As she moves, a white SUV drives past her, heading away from the camera. Simultaneously, a white car accelerates from the left side of the frame, moving towards the right. A vibrant, advertisement-covered bus is also seen traversing the street from the right side, adding dynamic motion to the scene. The sky is clear and brightly lit, casting sunlight from the left, emphasizing the sunny day. The urban setting remains consistent, with no significant changes in the environment or weather conditions throughout the video.
common_sense_27b06fe9-6ffd-4c4e-92cb-f19f5c783d3a	The video showcases a modern building complex captured from an aerial perspective in a wide, high-angle shot that pans across the structure. The right portion of the building is rectangular and vertically oriented, with a brown facade featuring two large, rectangular windows on either side, both folding inward. Below these windows is a large, central window that also folds inward. Adjacent to this section is a structure made of black-framed glass panels, topped with a light-green material that extends to the neighboring building to its left. The roof of this building hosts two large, white, rectangular objects facing each other, which fold outward to connect with another rectangular structure elevated from the ground, casting a shadow below.  The left side of the building is divided into two parts, forming a corner in the middle, with square protrusions on each half. The roof is white, with a small building on its right corner. Surrounding the building is a snowy landscape, with three leafless trees on the snow-covered ground to the right and more snow-covered patches further along. In front of the building, a paved street is bordered by snow, leading to another paved street with three large, snow-covered patches on its left and leafless trees on soil on its right. The urban backdrop includes buildings, cars, and scattered trees, all bathed in natural daylight. The video is sped up, capturing the rapid movement of people walking in front of the building, adding a dynamic element to the serene winter scene.
misc_1200903-hd_1920_1080_30fps	The video opens with a tranquil riverside scene, where a group of Canada geese, including adults and chicks, are gathered on a patch of vibrant green grass. The adult geese, characterized by their black heads and necks and gray bodies, stand protectively among the smaller, fluffy chicks, which have lighter gray feathers. The geese appear to be foraging or resting, with some heads turned towards the camera and others facing away, seemingly alert to their surroundings. The background features tall grasses swaying gently in the breeze and a calm river flowing along the left side of the frame, bordered by rocks and more vegetation. The overall atmosphere is peaceful and natural.  As the video progresses, the geese continue to remain mostly stationary, with subtle movements such as slight head turns and minor shifts in position. The chicks occasionally peck at the ground or nuzzle close to the adults, maintaining a sense of unity and safety within the group. The grass continues to sway gently, and the river remains calm, reinforcing the serene setting. By the final frame, the scene remains largely unchanged, with the geese and chicks still gathered closely on the grass. The adult geese continue to stand protectively, and the chicks remain active but contained within the group. The gentle swaying of the grass and the steady flow of the river provide a constant backdrop to this peaceful moment in nature.
av_45f48165-ecb5-4449-8892-8ded7fb509c1	The video begins with a view from inside a car, looking out through the windshield onto a quiet suburban street. The road is lined with parked cars on both sides, including a white SUV, a silver sedan, and a blue hatchback. The houses are modest, with some featuring light-colored siding and others having darker exteriors. Trees, primarily evergreens and deciduous varieties, line the street, casting dappled shadows across the asphalt. Two pedestrians can be seen walking along the sidewalk on the right side— one in a dark shirt and shorts and the other in a lighter top and jeans. The sky above is clear and bright blue, indicating a sunny day. Power lines run parallel to the street, adding to the suburban setting. As the video progresses, the car begins to move forward down the street. The camera angle remains fixed, capturing the view from the driver's perspective. The two pedestrians walking along the street continue their journey. The ego vehicle carefully drives past the road where a man is walking with a little girl on the right side. The car passes by the parked vehicles and continues along the tree-lined road, maintaining a steady pace. By the final frame, the car has moved further down the street, with the trees and houses still visible on either side, and the pedestrians have mostly disappeared from view.
common_sense_8556a93a-15f4-4973-b482-d0c59851d124	A chef stands at a dark granite countertop, preparing a dish with precise and deliberate movements. The sequence begins with a mid-close-up shot on the countertop, focusing on the chef's gloved hands as they hold a cooked, golden-brown food item on a small orange plate. The chef, dressed in a white chef’s coat and wearing a watch on their left wrist, uses a large kitchen knife in their right hand to slice through the browned exterior of the dish, revealing a creamy, white filling intertwined with vibrant green elements inside. The camera remains mostly static but tilts slightly to the right at the beginning. As the sequence continues, the chef's movements are smooth and controlled, with the left hand stabilizing the food. After the first cut, another slice follows in the same manner, showcasing the layered textures and contrasting colors of the dish.  The camera then pans left as the chef picks up one piece of the food with their right hand and places it onto a larger orange plate situated on the left side of the countertop. They then lift another piece and carefully position it on the same plate, aligning the portions neatly. The camera zooms in slightly as the chef arranges the second piece on the plate. The chef’s movements are fluid and professional, emphasizing precision and attention to detail. The background features a warm wooden texture that complements the countertop, creating a homely and inviting atmosphere. The lighting is bright and even, highlighting the golden surface of the food and the creamy white and green filling. The chef’s reflection is visible on the smooth surface of the countertop. The close-up angle emphasizes the intricate preparation process, offering a detailed view of the textures, colors, and movements. The overall setup, with its warm tones and clean presentation, presents a scene that feels structured and methodical, drawing attention to the careful preparation of the dish.
av_snowy_1_0	"A point-of-view video shot from inside a vehicle driving down a snow-covered urban street during a heavy snowfall. The windshield is speckled with snowflakes, and the road ahead is lined with various commercial establishments, including a prominent McDonald's sign on the left side. To the right, a large billboard displays the word ""SOLNIX"" in bold letters. Further down the road, a multi-story building is visible, partially obscured by the falling snow. The sky is overcast, casting a gray hue over the entire scene. As the vehicle moves forward, the snow continues to fall steadily, accumulating on the windshield and the road. The road ahead has been driven over by vehicles, leaving clear tire tracks, and appears very muddy and slushy. The video concludes with the vehicle still traveling down the snow-laden street, the snowflakes still actively falling, and the urban landscape enveloped in a blanket of white."
industry_029	"The video opens with a wide shot of a spacious warehouse, characterized by high ceilings and industrial lighting that illuminates the area evenly. The floor is concrete, marked with a yellow safety line, and scattered with various items such as cylindrical drums in the left side of the foreground, pallets stacked with boxes, and shelving units holding an assortment of goods. On the left side, there are workstations with equipment and materials, while the right side features shelves stocked with products, including spools of wire or cable. A ""TOYOTA"" forklift is prominently positioned near the center, actively engaged in moving a pallet of boxes. The forks are raised, indicating the forklift has lifted the boxes. The scene remains consistent throughout the video, and a person wearing a black cap is driving the forklift backwards, maintaining a steady acceleration and depicting an operational warehouse environment."
